Ticker,Start_Date,End_Date,Total_Days,Mean_Daily_Return,Std_Daily_Return,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Skewness,Kurtosis,Min_Return,Max_Return,Max_Drawdown,Normality_p_value,Correlation_with_SPY
AAPL,2015-01-02,2024-12-30,2515,0.10910963215902288,1.793204092136706,31.627579310261456,28.466232466662476,0.9659032798342595,-0.0035614868521553866,5.311298468416556,-12.864677520851641,11.980807984854302,-38.51591734147627,0.0,0.747351418959838
